Car_ID,Brand,Model,Variant,Body_Type,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Engine_CC,Power_BHP,Torque_Nm,Mileage_kmpl,Color,Airbags,Insurance_Type,Service_History,Registration_Type,Previous_Accidents,State,City,Is_Metro_City,Price_Lakhs
38720,Renault,Duster,Mid,SUV,2014,11,208804,Diesel,Manual,First Owner,7,847,62.3,89.7,24.6,White,3,Third Party,Partial Service History,Company,0,Kerala,Trivandrum,0,1.65
38721,Honda,Amaze,Limited Edition,Sedan,2015,10,58905,Petrol,Automatic,First Owner,5,1558,93.6,122.0,15.3,White,3,Third Party,Partial Service History,Company,1,Rajasthan,Jaipur,0,5.27
38722,Mercedes,C-Class,Mid,Sedan,2015,10,122829,CNG,Automatic,First Owner,5,2695,208.4,323.9,25.9,Silver,4,Comprehensive,Partial Service History,Individual,1,West Bengal,Kolkata,1,13.87
38723,Audi,Q3,Limited Edition,SUV,2023,2,16744,Petrol,Automatic,Third Owner,7,2121,173.6,242.9,17.6,White,7,Comprehensive,No Record,Individual,0,Tamil Nadu,Coimbatore,0,44.3
38724,Audi,Q5,Mid,SUV,2010,15,123864,Petrol,Automatic,Second Owner,5,2277,155.2,220.9,17.4,Red,6,Comprehensive,Full Service History,Individual,0,Maharashtra,Mumbai,1,9.3
38725,Honda,City,Base,Sedan,2007,18,194368,Diesel,Manual,Second Owner,5,1813,127.8,169.3,21.3,Silver,3,Expired,Full Service History,Individual,0,West Bengal,Kolkata,1,1.4
38726,Hyundai,Aura,Base,Sedan,2013,12,131089,Petrol,Manual,Second Owner,5,1036,64.5,102.4,15.7,Black,5,Comprehensive,Partial Service History,Company,0,Delhi,Delhi,1,1.26
38727,Toyota,Fortuner,Base,SUV,2020,5,55087,Petrol,Manual,Second Owner,7,1426,91.8,135.9,15.0,Silver,2,Comprehensive,Partial Service History,Individual,0,Madhya Pradesh,Bhopal,0,5.5
38728,Skoda,Rapid,Limited Edition,Sedan,2021,4,42841,Petrol,Automatic,First Owner,5,1296,105.9,166.4,21.1,Silver,4,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,12.01
38729,Jeep,Compass,Mid,SUV,2023,2,25953,Petrol,Automatic,First Owner,7,2316,176.2,234.5,16.9,Blue,7,Comprehensive,No Record,Company,0,Telangana,Hyderabad,1,38.03
38730,Tata,Altroz,Mid,Hatchback,2009,16,280000,CNG,Automatic,Third Owner,5,1149,96.2,134.8,20.2,Blue,3,Third Party,Full Service History,Individual,0,Kerala,Trivandrum,0,0.73
38731,Jeep,Compass,Mid,SUV,2006,19,280000,Petrol,Automatic,First Owner,5,2675,210.0,313.2,17.1,Blue,8,Comprehensive,Partial Service History,Individual,0,Tamil Nadu,Coimbatore,0,5.41
38732,Tata,Harrier,Mid,SUV,2010,15,185727,Petrol,Automatic,First Owner,5,831,62.2,82.5,18.9,White,1,Comprehensive,Full Service History,Individual,0,Kerala,Kochi,0,1.53
38733,Hyundai,Venue,Mid,SUV,2008,17,280000,Diesel,Manual,First Owner,7,1128,89.4,139.0,19.7,Brown,1,Comprehensive,Full Service History,Company,0,Rajasthan,Udaipur,0,0.83
38734,Ford,Endeavour,Top,SUV,2016,9,117410,Electric,Automatic,First Owner,7,1238,103.7,137.2,7.7,Black,3,Third Party,Full Service History,Individual,0,Uttar Pradesh,Lucknow,0,7.31
38735,Hyundai,Venue,Base,SUV,2020,5,68919,CNG,Manual,Second Owner,5,913,72.5,102.9,23.2,Silver,1,Third Party,No Record,Individual,0,Madhya Pradesh,Bhopal,0,2.62
38736,Volvo,XC40,Mid,SUV,2011,14,135049,Diesel,Manual,Second Owner,5,2182,161.4,237.9,20.9,White,7,Comprehensive,Full Service History,Individual,2,Punjab,Ludhiana,0,9.65
38737,Renault,Triber,Mid,MUV,2023,2,36377,Petrol,Manual,First Owner,7,1179,96.6,150.7,20.5,Blue,1,Comprehensive,Full Service History,Company,0,Maharashtra,Pune,1,6.2
38738,Honda,WR-V,Top,SUV,2013,12,114144,Petrol,Manual,Second Owner,5,1633,130.8,177.6,18.7,White,3,Third Party,Full Service History,Individual,0,Gujarat,Surat,0,3.09
38739,Mahindra,Scorpio,Base,SUV,2011,14,167635,Petrol,Automatic,First Owner,5,1735,117.3,155.6,15.3,White,4,Third Party,Full Service History,Individual,0,Rajasthan,Jaipur,0,2.25
38740,Maruti,Baleno,Mid,Hatchback,2017,8,81119,Petrol,Automatic,First Owner,5,1170,89.5,139.5,14.0,White,1,Comprehensive,No Record,Individual,1,Madhya Pradesh,Indore,0,2.71
38741,Mahindra,Thar,Base,SUV,2013,12,225674,Petrol,Manual,First Owner,5,1680,125.1,179.5,18.7,White,3,Third Party,Full Service History,Individual,0,West Bengal,Kolkata,1,2.98
38742,Kia,Sonet,Mid,SUV,2010,15,137310,Petrol,Manual,First Owner,5,1631,113.8,179.5,17.9,Red,2,Comprehensive,Partial Service History,Individual,0,West Bengal,Kolkata,1,2.55
38743,Skoda,Octavia,Mid,Sedan,2020,5,62463,Diesel,Automatic,First Owner,5,1763,112.8,150.9,18.2,White,3,Third Party,No Record,Individual,1,West Bengal,Kolkata,1,8.05
38744,Ford,EcoSport,Base,SUV,2023,2,20104,Diesel,Manual,Second Owner,5,1385,93.9,150.2,20.4,Grey,4,Comprehensive,Partial Service History,Individual,0,Tamil Nadu,Chennai,1,9.41
38745,Kia,Carens,Mid,MUV,2010,15,117025,LPG,Manual,Second Owner,7,1417,103.3,135.7,13.3,Silver,2,Comprehensive,Partial Service History,Individual,0,Punjab,Chandigarh,0,1.75
38746,Mahindra,XUV500,Base,SUV,2013,12,139120,Petrol,Automatic,Second Owner,5,1605,131.7,201.8,18.0,White,6,Comprehensive,Full Service History,Company,0,Punjab,Chandigarh,0,3.35
38747,Renault,Duster,Mid,SUV,2009,16,211343,Petrol,Manual,First Owner,7,1082,89.7,125.9,18.1,Black,2,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,1.13
38748,Hyundai,Santro,Mid,Hatchback,2008,17,221511,Diesel,Automatic,First Owner,5,1065,80.5,105.5,24.6,Green,2,Third Party,Partial Service History,Individual,1,Delhi,Delhi,1,0.92
38749,Renault,Triber,Limited Edition,MUV,2015,10,130637,Petrol,Manual,First Owner,7,1216,89.6,120.4,17.4,Brown,3,Third Party,Full Service History,Individual,1,Telangana,Hyderabad,1,2.53
38750,BMW,X1,Top,SUV,2010,15,188681,Petrol,Manual,Second Owner,5,2350,167.0,254.8,15.9,Blue,4,Third Party,Partial Service History,Individual,0,West Bengal,Kolkata,1,9.44
38751,Volkswagen,Taigun,Base,SUV,2014,11,143569,Diesel,Manual,First Owner,7,1868,114.7,166.9,17.4,Blue,4,Third Party,Partial Service History,Individual,0,Tamil Nadu,Coimbatore,0,3.54
38752,Tata,Tiago,Top,Hatchback,2018,7,97538,CNG,Manual,First Owner,5,1035,79.2,109.7,27.9,White,1,Comprehensive,Partial Service History,Company,1,Maharashtra,Nagpur,0,2.84
38753,Honda,Amaze,Base,Sedan,2010,15,218038,Diesel,Manual,First Owner,5,1377,98.7,144.5,19.1,Black,5,Expired,Partial Service History,Individual,0,Telangana,Hyderabad,1,1.91
38754,Hyundai,Santro,Mid,Hatchback,2020,5,70477,Petrol,Manual,First Owner,5,1089,84.3,125.0,14.8,Silver,1,Comprehensive,Full Service History,Company,3,Maharashtra,Pune,1,3.22
38755,Audi,Q5,Top,SUV,2007,18,110040,Diesel,Manual,First Owner,5,1904,131.4,205.3,27.1,Black,4,Third Party,Partial Service History,Individual,0,Tamil Nadu,Coimbatore,0,6.8
38756,Maruti,Celerio,Mid,Hatchback,2008,17,197426,Diesel,Manual,First Owner,5,1274,95.5,137.6,14.8,Grey,3,Expired,Full Service History,Individual,2,West Bengal,Kolkata,1,0.93
38757,Renault,Triber,Top,MUV,2020,5,63896,Diesel,Manual,Third Owner,7,1123,89.4,141.8,22.0,Green,3,Third Party,Full Service History,Individual,0,Rajasthan,Udaipur,0,3.59
38758,Mahindra,XUV700,Limited Edition,SUV,2007,18,242369,Petrol,Manual,First Owner,7,1403,107.0,171.0,20.0,White,5,Comprehensive,Full Service History,Company,2,Punjab,Ludhiana,0,1.6
38759,Hyundai,Verna,Top,Sedan,2016,9,134953,Petrol,Manual,Third Owner,5,1038,69.6,100.3,16.0,Black,2,Comprehensive,Full Service History,Individual,0,Uttar Pradesh,Lucknow,0,2.4
38760,Honda,Jazz,Top,Hatchback,2006,19,267069,CNG,Manual,Second Owner,5,1654,100.2,157.4,25.5,Blue,4,Expired,Partial Service History,Company,0,West Bengal,Kolkata,1,1.1
38761,Honda,City,Mid,Sedan,2022,3,37075,Diesel,Manual,Second Owner,5,1739,144.1,195.5,22.6,White,3,Third Party,Partial Service History,Company,0,Tamil Nadu,Chennai,1,8.29
38762,Volkswagen,Vento,Base,Sedan,2008,17,145165,Petrol,Automatic,First Owner,5,1696,109.5,161.9,18.1,Black,4,Expired,No Record,Individual,0,Delhi,Delhi,1,1.56
38763,Renault,Duster,Top,SUV,2017,8,90265,Diesel,Manual,First Owner,7,1363,109.6,172.2,19.8,Black,2,Comprehensive,Partial Service History,Company,0,Madhya Pradesh,Indore,0,3.39
38764,Renault,Triber,Base,MUV,2006,19,280000,Petrol,Manual,Second Owner,7,1098,89.9,127.3,17.3,White,1,Comprehensive,Partial Service History,Individual,0,Karnataka,Mysore,0,0.54
38765,Kia,Sonet,Top,SUV,2017,8,101860,CNG,Manual,Third Owner,5,1469,101.4,155.2,22.8,Black,5,Comprehensive,Full Service History,Individual,0,Maharashtra,Nagpur,0,4.04
38766,Renault,Kwid,Base,Hatchback,2022,3,30629,Petrol,Manual,First Owner,5,1337,102.5,139.9,16.8,Silver,1,Comprehensive,No Record,Individual,1,Kerala,Trivandrum,0,4.01
38767,Maruti,Dzire,Base,Sedan,2022,3,41249,Petrol,Manual,First Owner,5,1158,79.1,116.8,18.7,Green,2,Comprehensive,No Record,Individual,0,Gujarat,Ahmedabad,0,4.45
38768,Honda,City,Mid,Sedan,2017,8,127027,Diesel,Manual,First Owner,5,1444,104.1,139.6,23.0,Grey,5,Comprehensive,Full Service History,Individual,0,Kerala,Kochi,0,5.26
38769,Kia,Carens,Mid,MUV,2022,3,43565,Petrol,Manual,First Owner,7,1226,103.4,157.2,16.6,White,3,Expired,No Record,Individual,0,Rajasthan,Udaipur,0,8.36
38770,Maruti,Alto,Top,Hatchback,2020,5,57055,Petrol,Manual,Second Owner,5,1046,65.3,101.4,16.2,White,2,Third Party,Full Service History,Individual,0,Punjab,Ludhiana,0,4.41
38771,Jeep,Compass,Top,SUV,2005,20,166850,Petrol,Automatic,Second Owner,7,2166,139.9,209.0,14.1,Red,6,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,6.26
38772,Hyundai,Venue,Top,SUV,2019,6,60023,Petrol,Manual,First Owner,7,1153,91.7,140.3,16.6,Silver,2,Expired,Full Service History,Individual,1,Karnataka,Bangalore,1,4.05
38773,Volkswagen,Vento,Top,Sedan,2018,7,125481,CNG,Manual,Fourth & Above Owner,5,1263,92.8,135.5,25.8,White,3,Comprehensive,Partial Service History,Individual,0,Tamil Nadu,Chennai,1,4.0
38774,Tata,Altroz,Top,Hatchback,2012,13,240499,Petrol,Manual,Second Owner,5,1293,93.3,139.2,17.4,White,2,Comprehensive,Full Service History,Individual,2,Gujarat,Surat,0,1.31
38775,Maruti,Baleno,Base,Hatchback,2018,7,63399,Petrol,Manual,Second Owner,5,1104,83.2,121.3,17.3,Red,5,Third Party,Full Service History,Individual,0,Kerala,Trivandrum,0,2.52
38776,Audi,A6,Limited Edition,Sedan,2006,19,280000,Petrol,Automatic,First Owner,5,1989,139.0,219.5,16.4,White,8,Third Party,Full Service History,Individual,0,West Bengal,Kolkata,1,7.04
38777,Tata,Punch,Mid,SUV,2018,7,33703,Petrol,Automatic,First Owner,5,1300,99.0,156.7,17.5,White,1,Third Party,Partial Service History,Individual,0,Madhya Pradesh,Bhopal,0,3.47
38778,Hyundai,i20,Mid,Hatchback,2023,2,25484,Petrol,Manual,Second Owner,5,1161,80.3,120.9,17.0,Brown,3,Third Party,Full Service History,Individual,0,Telangana,Hyderabad,1,4.88
38779,Hyundai,Santro,Limited Edition,Hatchback,2014,11,166832,Petrol,Manual,First Owner,5,1199,78.4,104.8,18.3,Green,2,Comprehensive,Full Service History,Individual,1,Madhya Pradesh,Indore,0,2.34
38780,BMW,5 Series,Base,Sedan,2008,17,178183,Petrol,Automatic,First Owner,5,2248,185.6,255.4,18.4,White,7,Comprehensive,Partial Service History,Individual,0,Delhi,Delhi,1,8.17
38781,Hyundai,i10,Limited Edition,Hatchback,2018,7,75660,Petrol,Manual,Second Owner,5,883,74.9,110.6,18.8,Grey,1,Comprehensive,Full Service History,Individual,1,Delhi,Delhi,1,4.15
38782,Maruti,Brezza,Mid,SUV,2008,17,206945,Diesel,Manual,First Owner,7,1138,94.8,150.3,19.2,Silver,2,Comprehensive,Partial Service History,Company,0,Maharashtra,Mumbai,1,0.93
38783,Hyundai,Venue,Base,SUV,2018,7,96505,Petrol,Manual,Second Owner,7,1064,78.8,104.2,19.7,Blue,2,Comprehensive,Full Service History,Individual,1,Maharashtra,Mumbai,1,2.55
38784,Hyundai,Verna,Limited Edition,Sedan,2021,4,39594,Diesel,Automatic,First Owner,5,1222,89.6,137.3,24.1,Black,3,Comprehensive,Partial Service History,Individual,0,Punjab,Chandigarh,0,5.79
38785,Maruti,Dzire,Limited Edition,Sedan,2008,17,145350,LPG,Manual,First Owner,5,1101,69.1,103.7,12.4,Silver,2,Comprehensive,Partial Service History,Individual,1,Delhi,Delhi,1,1.07
38786,Renault,Duster,Base,SUV,2019,6,75110,LPG,Manual,Second Owner,5,1105,78.4,107.0,16.5,White,3,Expired,Full Service History,Company,3,Delhi,Delhi,1,1.89
38787,Kia,Seltos,Base,SUV,2007,18,280000,Petrol,Automatic,Second Owner,7,1638,117.6,166.7,18.8,White,5,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,1.3
38788,Renault,Kwid,Mid,Hatchback,2018,7,83716,Petrol,Manual,Fourth & Above Owner,5,982,64.2,100.7,18.5,White,2,Third Party,Full Service History,Individual,0,Madhya Pradesh,Bhopal,0,2.49
38789,Hyundai,Creta,Limited Edition,SUV,2005,20,280000,Diesel,Manual,First Owner,7,1188,84.7,120.7,19.7,White,2,Comprehensive,No Record,Individual,3,Maharashtra,Nagpur,0,0.56
38790,Ford,EcoSport,Mid,SUV,2011,14,166284,Petrol,Automatic,First Owner,7,1757,138.0,210.6,16.3,White,3,Comprehensive,Full Service History,Company,0,Tamil Nadu,Chennai,1,3.12
38791,Maruti,Dzire,Base,Sedan,2020,5,55334,Petrol,Manual,First Owner,5,1074,90.2,129.7,16.5,White,1,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,4.36
38792,Audi,A6,Base,Sedan,2013,12,129265,Petrol,Automatic,Second Owner,5,1928,159.4,251.9,15.3,Black,5,Expired,Full Service History,Individual,0,Tamil Nadu,Coimbatore,0,10.14
38793,Mercedes,E-Class,Mid,Sedan,2020,5,65111,Petrol,Automatic,Fourth & Above Owner,5,2216,156.1,226.6,18.4,Silver,6,Comprehensive,Full Service History,Individual,0,Tamil Nadu,Chennai,1,27.09
38794,Volkswagen,Polo,Base,Hatchback,2009,16,243559,Petrol,Manual,First Owner,5,1488,111.8,152.6,16.4,Black,5,Third Party,Full Service History,Individual,1,Kerala,Kochi,0,1.61
38795,Honda,WR-V,Base,SUV,2019,6,77203,CNG,Automatic,First Owner,7,1103,78.4,110.4,24.3,Black,5,Comprehensive,Full Service History,Individual,0,Uttar Pradesh,Lucknow,0,6.03
38796,Toyota,Innova,Mid,MUV,2023,2,9825,Diesel,Automatic,First Owner,7,1461,118.2,164.2,21.1,White,5,Third Party,Full Service History,Individual,0,Uttar Pradesh,Lucknow,0,10.94
38797,Maruti,Swift,Top,Hatchback,2016,9,111440,CNG,Automatic,First Owner,5,1083,71.9,109.3,27.9,White,4,Third Party,Full Service History,Individual,0,Rajasthan,Jaipur,0,2.31
38798,BMW,X5,Base,SUV,2018,7,77412,Petrol,Automatic,First Owner,5,2177,131.2,203.0,18.6,White,5,Comprehensive,Partial Service History,Individual,1,Telangana,Hyderabad,1,24.45
38799,Tata,Altroz,Mid,Hatchback,2007,18,246194,CNG,Manual,First Owner,5,1309,92.9,127.0,20.1,Black,3,Comprehensive,Partial Service History,Individual,0,Madhya Pradesh,Indore,0,0.65
38800,Audi,Q3,Limited Edition,SUV,2009,16,137958,Petrol,Automatic,First Owner,7,2987,253.6,394.7,14.0,Green,8,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,13.46
38801,Toyota,Fortuner,Limited Edition,SUV,2012,13,145899,CNG,Automatic,Second Owner,7,1738,134.9,190.2,23.5,Grey,2,Third Party,Full Service History,Company,1,Gujarat,Surat,0,3.13
38802,Hyundai,Venue,Base,SUV,2008,17,246463,Petrol,Manual,Second Owner,7,784,54.3,71.1,16.5,Green,2,Comprehensive,No Record,Individual,0,Gujarat,Ahmedabad,0,0.65
38803,Ford,Endeavour,Mid,SUV,2010,15,162670,Diesel,Manual,First Owner,5,1372,108.0,172.5,22.9,Red,4,Comprehensive,Full Service History,Individual,2,Kerala,Kochi,0,2.16
38804,Mercedes,GLA,Mid,SUV,2018,7,94164,CNG,Automatic,Third Owner,7,2163,166.6,221.0,25.9,Grey,7,Comprehensive,Full Service History,Individual,0,Maharashtra,Mumbai,1,19.34
38805,Tata,Punch,Top,SUV,2022,3,17559,Petrol,Manual,Fourth & Above Owner,5,1237,89.9,120.3,18.2,White,1,Comprehensive,Partial Service History,Individual,0,Telangana,Hyderabad,1,5.33
38806,BMW,X5,Base,SUV,2012,13,140588,Diesel,Automatic,Second Owner,7,1973,134.1,203.6,24.0,Silver,6,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,12.35
38807,Kia,Seltos,Mid,SUV,2013,12,170928,Petrol,Automatic,Second Owner,7,1543,107.2,162.5,15.9,Black,2,Comprehensive,Full Service History,Individual,0,Punjab,Chandigarh,0,3.2
38808,Hyundai,Santro,Mid,Hatchback,2018,7,97727,Diesel,Manual,First Owner,5,1034,81.6,130.3,17.0,White,2,Comprehensive,No Record,Individual,0,Rajasthan,Jaipur,0,2.81
38809,Tata,Nexon,Base,SUV,2014,11,116295,Petrol,Manual,First Owner,7,954,76.0,115.1,18.3,Blue,5,Third Party,Full Service History,Individual,1,Punjab,Ludhiana,0,1.87
38810,Toyota,Innova,Base,MUV,2020,5,61614,Diesel,Manual,First Owner,7,1258,83.6,118.1,22.1,Black,3,Third Party,Partial Service History,Individual,1,Uttar Pradesh,Lucknow,0,6.61
38811,Maruti,WagonR,Mid,Hatchback,2018,7,115962,Petrol,Manual,First Owner,5,1024,81.9,110.3,18.9,White,1,Comprehensive,Full Service History,Company,0,Gujarat,Surat,0,2.87
38812,Mercedes,C-Class,Top,Sedan,2017,8,81251,Petrol,Automatic,First Owner,5,2149,147.0,222.1,17.3,Brown,6,Expired,Full Service History,Individual,0,Maharashtra,Pune,1,26.74
38813,Nissan,Micra,Mid,Hatchback,2008,17,226685,CNG,Manual,First Owner,5,1000,77.0,112.7,25.0,Blue,3,Comprehensive,Full Service History,Individual,0,Madhya Pradesh,Indore,0,0.85
38814,Tata,Harrier,Base,SUV,2013,12,145393,Petrol,Manual,First Owner,5,1057,68.1,106.3,21.2,Grey,1,Expired,Full Service History,Company,0,Madhya Pradesh,Indore,0,1.4
38815,Nissan,Kicks,Mid,SUV,2016,9,95696,CNG,Manual,First Owner,7,937,64.4,93.1,23.1,Silver,3,Third Party,Partial Service History,Individual,2,Telangana,Hyderabad,1,2.11
38816,Maruti,Dzire,Mid,Sedan,2019,6,48919,Diesel,Manual,First Owner,5,1226,92.9,122.0,25.9,Silver,2,Expired,Partial Service History,Company,0,Rajasthan,Jaipur,0,3.25
38817,Toyota,Glanza,Base,Hatchback,2021,4,52545,Diesel,Manual,Second Owner,5,1455,92.0,121.4,22.1,Brown,3,Third Party,No Record,Individual,0,Uttar Pradesh,Noida,0,5.53
38818,Maruti,WagonR,Mid,Hatchback,2006,19,260997,Petrol,Manual,Second Owner,5,1097,89.1,122.1,15.6,Silver,1,Third Party,Full Service History,Individual,0,Madhya Pradesh,Bhopal,0,0.61
38819,Ford,EcoSport,Mid,SUV,2018,7,104826,Petrol,Manual,Fourth & Above Owner,5,1795,150.1,217.8,17.2,Grey,3,Comprehensive,Full Service History,Individual,0,Rajasthan,Jaipur,0,4.86
38820,Hyundai,i20,Mid,Hatchback,2009,16,138908,Petrol,Manual,First Owner,5,1009,63.7,96.0,15.7,Grey,1,Comprehensive,Full Service History,Individual,1,Delhi,Delhi,1,1.15
38821,Volkswagen,Taigun,Top,SUV,2022,3,49610,CNG,Automatic,Second Owner,5,1364,100.3,133.1,20.8,Red,4,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,9.15
38822,Kia,Sonet,Top,SUV,2021,4,27887,Petrol,Manual,First Owner,7,1364,106.6,166.8,16.3,Black,4,Comprehensive,Full Service History,Individual,0,Gujarat,Surat,0,10.0
38823,Volkswagen,Vento,Base,Sedan,2016,9,94552,Petrol,Manual,First Owner,5,1461,102.6,163.7,20.2,Grey,3,Comprehensive,No Record,Company,0,Tamil Nadu,Coimbatore,0,3.32
38824,Tata,Nexon,Base,SUV,2015,10,121993,Diesel,Automatic,First Owner,5,1144,81.3,121.4,15.5,Red,3,Comprehensive,Full Service History,Individual,0,Tamil Nadu,Coimbatore,0,2.19
38825,Mahindra,XUV700,Top,SUV,2018,7,54080,CNG,Manual,Second Owner,5,1564,94.1,137.9,20.5,White,3,Comprehensive,Partial Service History,Individual,0,Karnataka,Mysore,0,5.33
38826,Hyundai,i20,Top,Hatchback,2013,12,103759,Diesel,Manual,First Owner,5,818,66.1,105.1,20.1,White,1,Comprehensive,No Record,Individual,0,Uttar Pradesh,Lucknow,0,1.91
38827,Volkswagen,Vento,Base,Sedan,2006,19,159481,Diesel,Manual,Fourth & Above Owner,5,1663,136.8,201.4,23.7,Black,4,Third Party,Partial Service History,Company,0,Maharashtra,Mumbai,1,1.13
38828,Kia,Sonet,Mid,SUV,2015,10,99452,Petrol,Automatic,First Owner,7,1453,115.8,166.2,15.9,Silver,4,Third Party,Partial Service History,Individual,2,Karnataka,Bangalore,1,4.31
38829,Tata,Altroz,Mid,Hatchback,2007,18,173198,Petrol,Manual,Second Owner,5,1307,108.7,173.8,15.0,Silver,1,Third Party,Full Service History,Individual,0,Uttar Pradesh,Noida,0,0.94
38830,Renault,Duster,Top,SUV,2011,14,228732,Petrol,Manual,First Owner,5,1195,72.1,111.0,16.9,Grey,4,Comprehensive,Full Service History,Individual,1,Karnataka,Mysore,0,1.48
38831,Hyundai,Verna,Mid,Sedan,2020,5,48380,Petrol,Manual,Third Owner,5,1153,86.6,123.5,16.1,Blue,2,Third Party,Full Service History,Individual,0,West Bengal,Kolkata,1,3.56
38832,Renault,Triber,Mid,MUV,2005,20,280000,Petrol,Automatic,First Owner,7,941,79.1,109.4,13.7,Silver,2,Comprehensive,Full Service History,Company,0,Punjab,Chandigarh,0,0.62
38833,Toyota,Glanza,Mid,Hatchback,2019,6,51835,Petrol,Manual,First Owner,5,1271,89.5,142.6,19.6,Black,6,Third Party,Full Service History,Company,0,Maharashtra,Nagpur,0,5.8
38834,Honda,Amaze,Base,Sedan,2011,14,140416,Diesel,Automatic,Second Owner,5,1473,117.2,163.4,15.3,Grey,4,Comprehensive,Full Service History,Individual,0,West Bengal,Kolkata,1,2.24
38835,Kia,Sonet,Base,SUV,2011,14,159467,Petrol,Automatic,First Owner,7,1211,90.1,138.8,16.3,Black,4,Comprehensive,Partial Service History,Individual,1,Tamil Nadu,Chennai,1,2.52
38836,Honda,Amaze,Base,Sedan,2016,9,112299,Petrol,Automatic,Fourth & Above Owner,5,2175,134.0,188.6,20.3,White,6,Comprehensive,Partial Service History,Individual,0,Maharashtra,Nagpur,0,3.51
38837,Tata,Altroz,Base,Hatchback,2021,4,27568,Electric,Manual,Third Owner,5,1190,98.9,147.3,6.2,White,1,Expired,Full Service History,Company,1,Kerala,Trivandrum,0,4.01
38838,Ford,EcoSport,Top,SUV,2011,14,184558,Petrol,Automatic,First Owner,5,1759,122.7,185.9,16.9,White,5,Expired,Full Service History,Individual,0,Uttar Pradesh,Noida,0,2.93
38839,Hyundai,i10,Base,Hatchback,2006,19,240617,Petrol,Manual,Second Owner,5,1216,88.0,126.9,14.5,Blue,2,Third Party,Partial Service History,Company,0,Telangana,Hyderabad,1,0.61
38840,Toyota,Yaris,Base,Sedan,2022,3,70196,Petrol,Manual,First Owner,5,1600,130.9,198.8,17.0,Blue,4,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,8.94
38841,Jeep,Meridian,Limited Edition,SUV,2018,7,102669,Petrol,Automatic,Second Owner,7,2107,173.8,250.8,16.1,Grey,7,Comprehensive,Partial Service History,Company,0,West Bengal,Kolkata,1,29.13
38842,Tata,Nexon,Mid,SUV,2017,8,110328,Petrol,Manual,Third Owner,5,970,80.8,114.9,17.9,Blue,3,Comprehensive,Partial Service History,Individual,0,Telangana,Hyderabad,1,2.23
38843,Tata,Harrier,Base,SUV,2018,7,56411,LPG,Manual,First Owner,5,1186,84.2,109.6,16.1,Green,2,Comprehensive,No Record,Individual,0,Karnataka,Mysore,0,2.09
38844,Skoda,Octavia,Top,Sedan,2008,17,197043,Diesel,Automatic,First Owner,5,1489,106.4,145.4,21.1,Silver,5,Third Party,Partial Service History,Individual,2,Telangana,Hyderabad,1,2.22
38845,Renault,Duster,Mid,SUV,2019,6,62306,Petrol,Manual,First Owner,7,912,65.9,86.5,13.8,Brown,1,Comprehensive,Full Service History,Company,0,Madhya Pradesh,Bhopal,0,3.42
38846,Maruti,WagonR,Top,Hatchback,2005,20,191714,Diesel,Manual,First Owner,5,1030,81.9,109.7,21.6,White,2,Comprehensive,Partial Service History,Individual,0,Maharashtra,Nagpur,0,0.71
38847,Mercedes,C-Class,Limited Edition,Sedan,2023,2,26830,Petrol,Automatic,First Owner,5,2060,146.0,200.5,15.6,Silver,5,Comprehensive,Full Service History,Company,0,West Bengal,Kolkata,1,66.08
38848,Volkswagen,Taigun,Mid,SUV,2006,19,252537,Petrol,Manual,First Owner,5,1612,134.2,180.3,18.5,Grey,4,Third Party,Partial Service History,Company,1,Rajasthan,Udaipur,0,1.31
38849,Hyundai,Venue,Mid,SUV,2013,12,183852,Petrol,Manual,Second Owner,5,1085,76.5,112.9,17.5,Silver,4,Comprehensive,Partial Service History,Individual,0,West Bengal,Kolkata,1,1.65
38850,Maruti,Celerio,Mid,Hatchback,2008,17,225141,Petrol,Automatic,First Owner,5,1169,77.7,115.2,18.4,Green,2,Third Party,Full Service History,Individual,1,Kerala,Trivandrum,0,0.81
38851,Maruti,Alto,Base,Hatchback,2021,4,24104,Petrol,Automatic,First Owner,5,993,74.5,112.1,19.9,Red,1,Comprehensive,Full Service History,Company,0,Kerala,Kochi,0,4.8
38852,Ford,EcoSport,Top,SUV,2008,17,155879,Petrol,Manual,Second Owner,5,1554,130.0,203.1,16.7,White,2,Comprehensive,No Record,Individual,0,West Bengal,Kolkata,1,1.9
38853,Kia,Carens,Limited Edition,MUV,2006,19,132524,Diesel,Manual,First Owner,7,1489,94.4,151.0,23.9,White,3,Third Party,No Record,Individual,0,Uttar Pradesh,Lucknow,0,1.83
38854,Audi,A4,Mid,Sedan,2015,10,79641,Petrol,Automatic,First Owner,5,2368,163.0,222.6,19.7,Blue,8,Comprehensive,No Record,Individual,0,Karnataka,Bangalore,1,17.89
